Issue Type;Key;Priority;Status;Summary;Created;Description;;;;;
;;;;;;ID scenario;Test ;;;;
;;;;;;1 Display ;"●As an user
●Whenconsulting /url
●Then I can see filters,  12 cards displayed on results and a pagination to navigate among all the results. ";;;;
;;;;;;2. Cards;"●As an user
●Whenonsulting /url
●Then I can see each cards is composed of a thumbnail, tags, date and title ";;;;
;;;;;;3 display cards with default thumbnail;"●As an user
●Whenonsulting /url
●Then if a content doesn't have thumbnail, the default thumbnail is displayed";;;;
;;;;;; 4 Display filter;"●As an user
●Whenonsulting /url
●Then the filter column display the number of active filters, and the number of matching result for each term category. ";;;;
;;;;;;5 Mobile display ;"●As anonymous user
●When displaying the block in mobile (IOS and Android)
●Then I can see the correct display";;;;
Story;CODEE01-583;Medium;Closed;Checkout: Rename desired delivery date field;31-07-2023;"During UAT we noted to Optimize the desired delivery date field

We will rework the logic & UI in 
  
   CODEExx-xxx
  

 

Expected behavior:

But in this ticket let's rename the label so customer can better understand it:

Rename ""Desired Delivery Date"" to ""Desired Dispatch Date""";;;;;
Story;CODE01-263;Medium;Done;Page introduction - Consult & edit ;16-05-2023;"As an editor, I should be able to edit the introduction of editorial page



As a user, I can consult the introduction of editorial page 


Version with image centered 

screenshot   

Version with image left 



Editable elements expected  :  
● Title* :  H1, H2 (by default) or H3
● Description* : WYSIWYG
 * Image : By defaut image is displayed in full width. 
But editor an choose to display it on the left of the content  

 

required element***

Optional element will not be displayed if empty


 
Acceptance criteria : 

 
  
   
    ID scenario
    Test 
   
   
    1 Display  
    
● As anonymous user
● When consulting an editorial page
Then I can see the title, description and image (optional)
   
   
    2 Display mobile 
    
● As anonymous user
● When displaying the block in mobile (IOS and Android)
● Then I can see the correct display
   
   
    3 Editor rights
    
● As an editor,
● When editing a page introduction
● Then I can edit the title, description, and choose the image position left / full width
   
  
 
";;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Story;CODE01-262;Medium;Done;Editorial page - Reinsurance + further info - View & Edit;16-05-2023;"As an editor, I should be able to display an existing form, within an editorial page  
As an user, I can submit the form.  
  
     
 
Editable elements : 
 
Editor can add 3 black blocks. If ther is less than 3, blocks are still aligned left. 

● ID 1 - Reinsurance elements * :
    ◦ 3 maximum 
    ◦ Each reinsurance element is composed of 
        ■ Pictogram (editor can choose among a list that he canno't edit) 
        ■ Title 
        ■ Description
● ID 2 - Further information*: WYSIWYG 
* required 
  
Acceptance criteria ";;;;;
;;;;;;ID scenario;Test ;;;;
;;;;;;1  Editor rights;"●As an editor
●WhenI can integrate any form to an editorial page
●ThenI can add reinsurance elements + further informations";;;;
;;;;;;2 Display;"●As an anonymous user 
●Whenconsulting a webform integrated in editorial page
●ThenI can see reinsurances elements and click on further information link";;;;
;;;;;;4 Mobile;"●As anonymous user 
●WhenI consult this paragraph in mobile (IOS and android)
●Then I can see the responsive version.";;;;
Story;CODE01-257;Medium;Done;Products list (without pre-filter);16-05-2023;"As an editor, I canno't edit this list page 
As an user, I can filter and search on product list
  
  screenshot   
 
Non editable elements :  

● ID 1 - Title : H1 
● ID 2 - Search field + submit button : 
    ◦ search shouldn't be case sensitive
    ◦ search should correct mispelling when possible
    ◦ This field should search in the following products fields : 
        ■ Title (relevance 1) 
        ■ Description (relevance 2) 
        ■ Text paragraph (relevance 3) 
        ■ Tags ( relevance 4)
        ■ Technical information (relevance 5)
        ■ Part number ( relevance 6) 
        ■ SGA code (relevance 7) 
    ◦ From 4 letters entered in the field, an autocomplete functionality is displayed providing the 4 most relevant content (same as header autocomplete, without the red strikethrough line in the screen below) 
● 
    ◦ screenshot   
        ■        
● ID 3 - Filters : are displayed only if one result is matching 
    ◦ 
        ■ Market (taxonmy vocabulary)
        ■ Surface (taxonmy vocabulary)
        ■ Type (taxonmy vocabulary)
        ■ Range (taxonmy vocabulary)
        ■ User profile (taxonmy vocabulary
    ◦ Active filters should be visible in the filter column 
    ◦       
● screenshot   
    ◦ 
        ■ A link remove all filters is displayed , from 2 active filters. 
● ID 4 - List results :
    ◦ 12 cards / page 
    ◦ If some content don't have an image, then we will use the follwoing defaut thumbnail 
    ◦ Display order :
        ■ By defaut by publication date (most recent is displayed first) 
        ■ When only filters are active, by publication date 
        ■ When search field is active : 
            ● Criteria 1 = Exact match 
            ● Criteria 2 = Relevance 
            ● Criteria 3 = Publication date (most recent first)   
    ◦ Each card is composed of : 
        ■ The content thumbnail 
        ■ The title (2 line max)
        ■ The cut & gloss (optional)
        ■ The description ( Display 3 lines max then troncate with ""...""
● ID 5 - Contact br 
required element  *
 ";;;;;
;;;;;;ID scenario;Acceptance criteria;;;;
;;;;;;1. Display;"●As anonymous user 
●WhenI consult a product list page 
●ThenI can see the search, filters, and result list";;;;
;;;;;;2. Search ;"●Asan anonymous user
●WhenI activate a search
●ThenI can see relevant result (ordered by relevance)";;;;
;;;;;;3. Filter ;"●Asan anonymous user
●WhenI activate filter
●ThenI can see relevant result  ordered by publication date";;;;
;;;;;;4. Mobile ;"●As an user
●When  consulting /news-events on mobile (IOS and android)
●Then I can see the correct display";;;;
;;;;;;**|;;;;;
Story;CODE01-236;Medium;Done;042 -  Editorial page title - View & edit;09-05-2023;"As an editor, I should be able to edit / editorial page title.



As an user, I can consult this section and click on tags. 

 




Editable elements : 
● ID 2 - Title*{} : H1 (by default) , H2 & H3.  
● ID 3 - Date* : Display the publication date in the following format dd/mm/yyy. (if content is update, we still display publication date) 
● ID 4 - Image : 
Format : jpg or png.  Legend of the image is displayed if not empty. 

Non editable elements : 
● ID 1 - Tag* (similar to product / solution page)

As an editor I should be able to choose in the back-office among a list of tag to categorize my content. 
The tags are divided in two types : 

Those that are displayed in front office : user, market & range
● Those that are not displayed in front office but will be used, to display search result 
● 
    ◦ 
        ■ Surface 
        ■ Type
        ■ Process
        ■ Paint type
 

As a user, if I click on one of the visible tag, I'm redirected toward the search result page, filtered on content + tag selected.  
Exemple : If I click on Marine, then I'm redirected to search result page, filtered on content +  ""Marine"" market.  

 

Editor can choose to highlight or not visible tags.

 

* required 


 

Acceptance criteria 

 
  
   
    ID scenario
    Test 
   
   
    1 Edit visible tags
    
● As an editor
● When I create an editorial page title block
● Then I can choose the tags to display among the list defined. 
   
   
    2 Edit hidden tags
    
● As an editor
● When I create an editorial page title block
● Then I can choose the hidden tags to display among the list defined. 
   
   
    3 Display
    
● As an user
● When I consult a page with an editorial page title
● Then I can see the tags, title, date, image and caption 
   
   
    4 Click on tags
    
● As an user
● When I consult a page with an editorial page title
● Then I click on a tag and get redirected on the search result page filtered with this tags. 
   
   
    5 Mobile 
    
● As an user
● When I consult the same page in mobile (IOS and android)
● Then I can see the responsive version 
   
  
 
";;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Story;CODE01-152;Medium;Done;Where to buy - Online distributor ;16-04-2023;"As a user, I can : 

● search by keyword to find a distributor / importer 
● I can filter the list of distributors / importer  

As an editor, I canno't edit this view 
 

!image-2023-06-18-19-37-01-871.png! 
 
 

Non editable elements :
● ID 1 - Tabs* : 
 ** tabs 1 : Find nearby distributors When tabs 1 is active, the map view is displayed.https://monurljira.com/browse/CODEExx-xxx
 ** tabs 2 : Find online stores  (active) .When tabs 2 is active, the online distributors view is displayed=

 
 * ID 2 - Button{*}: Internal link to /contact-us where first field is preselected ( Why do you want to contact us? = ""I want to become a distributor / importer ""

 
 * ID 3 -  Title* : H1 (FIND AN ONLINE STORE BY KEYWORD)

 
 * ID 4 - Search + Submit {*}:
 **  search shouldn't be case sensitive
 **  search should correct mispelling when possible
 **  From 4 letters entered in the field, an autocomplete functionality is displayed
 **  User can search in this field keyword among title, or description.

 
 * ID 5 - Filters* :
    ◦  Type : Distributor or Importer 
    ◦  Filter by market (market taxonomy)
    ◦ Categories are displayed when there is at least one result matching. 
    ◦ If two filters are selected, then result displayed should match to filter 1 AND filter 2. ** 

● ID 6 - List of results* :
    ◦ 12 results per page
    ◦ In the list, by default we order result by  alphabetical order ( A to Z )
    ◦ When search is active, we order results by relevance
    ◦ On list each cards each card display the following elements
        ■ Name of the distributors/importers - required
        ■ A description (2 lines max before being truncated) - optional 
        ■ A link to the website opened in new tab. - required 
 

required element* 

Optional element will not be displayed if empty 
 

 
Acceptance criteria : ";;;;;
;;;;;;ID scenario;Test ;;;;
;;;;;;1 Editor rights ;"●As an editor,
When I create new online stores 
Then they are visible on the list of stores. ";;;;
;;;;;;2 Display;"●As anonymous user
When consult /url and select the tab ""online stores""
Then I can see by default the list of online stores, and the filters";;;;
;;;;;;3 Filter;"●As anonymous user
When activate filter 
Then the list of online stores is filtered";;;;
;;;;;;4. Click on CTA;"●As anonymous user
●When I click on Go to store
●Then the link is opened on a new tab";;;;
;;;;;;5. No results;"●Asanonymous user
●WhenI search for something without any result 
Then the following message is displayed instead of the list "" We couldn’t find any results. Please try searching again with other keywords.";;;;
;;;;;;6. Search with result;"●Asanonymous user
●WhenI have an active search on ""my active search""
Then  all the stores that contain the keyword within the title or description are displayed";;;;
;;;;;;7. Mobile display ;"●As anonymous user
●When displaying the block in mobile (IOS and Android)
●Then I can see the correct display";;;;
Story;CODE01-140;Medium;Done;020 + 011 + 037 Product page - Change main color;16-04-2023;"As an anonymous, when I consult a product page with a different main color I can see the following elements are displayed with custom color  :  

1. Tags
2. Primary button 
3. Ancor underline
4. Table title font-color  

As an editor, I should be able to change the main  color for any product page.  
";;;;;
;;;;;;Main theme;Custom theme ;;;;
;;;;;;screenshot   ;screenshot   ;;;;
;;;;;;"Editable elements : 
● By default 4 possibilities are available : 
    ◦ Default  ({}By default){}
    ◦ Product A
    ◦ Product B 
    ◦ Product C

● As an editor I can add / edit / remove a color. (taxonomy) 
● Each theme is composed of 
    ◦ *A name
    ◦ *An hexadecimal main code color (that will apply for tags + primary button + anhors underline)  
    ◦ *An hexadecimal light code color  (that will apply for tags with ""light"" color)
    ◦ *A font color  ( by default black, but can be customized)  
 

Non editable elements : 
● When main color is active, in table, font-color of title row / colum is yellow 
● In any other cases, font-color of title row / colum is <hite 

* required  
 
 

Acceptance criteria ";;;;;
;;;;;;ID scenario;Test ;;;;
;;;;;;1  Change main color;"●As an editor,
●When I create a product page
●ThenI can chose a main color among existing one";;;;
;;;;;;2 Add main color;"●As  an editor,
●When  I edit a color taxonomy
●Then I can add this color as main color on product page";;;;
;;;;;;3  Display;"●Asan anonymous user
●Whenconsult a product with custom theme
●Thentags, primary button, anchors underline and table title font color are displayed with custom color";;;;
Story;CODE01-139;Medium;Done;Solutions list (without prefilter);16-04-2023;"As an editor, I canno't edit this list page 
As an user, I can filter and search on solution list
  
   
 
Non editable elements :  

● ID 1 - Title : H1 
● ID 2 - Search field + submit button : 
    ◦ search shouldn't be case sensitive
    ◦ search should correct mispelling when possible
    ◦ From 4 letters entered in the field, an autocomplete functionality is displayed providing the 4 most relevant content (same as header autocomplete, without the red strikethrough line in the screen below) 
        ■      screenshot    
        ■  
            ● This field should search in the following products fields : 
                ◦ Title (relevance 1) 
                ◦ Description (relevance 2) 
                ◦ Text paragraph (relevance 3) 
                ◦ Tags ( relevance 4)
● ID 3 - Filters : are displayed only if one result is matching 
    ◦ 
        ■ Market (taxonmy vocabulary)
        ■ Surface (taxonmy vocabulary)
        ■ Type (taxonmy vocabulary)
        ■ Range (taxonmy vocabulary)
        ■ User profile (taxonmy vocabulary
    ◦ Active filters should be visible in the filter column 
    ◦       
● screenshot   
    ◦ 
        ■ A link remove all filters is displayed , from 2 active filters. 
● ID 4 - List results :
    ◦ 12 cards / page 
    ◦ If some content don't have an image, then we will use the follwoing defaut thumbnail 
    ◦ Display order :
        ■ By defaut by publication date (most recent is displayed first) 
        ■ When only filters are active, by publication date 
        ■ When search field is active : 
            ● Criteria 1 = Exact match 
            ● Criteria 2 = Relevance
            ● Criteria 3 = Publication date (most recent first)   
    ◦ Each card is composed of : 
        ■ The content thumbnail 
        ■ The content tag (solutions)
        ■ The title (2 line max)
        ■ The description ( Display 3 lines max then troncate with ""...""
● ID 5 - Contact br 
required element  *
 screenshot   ";;;;;
;;;;;;ID scenario;Acceptance criteria;;;;
;;;;;;1. Display;"●As anonymous user 
●WhenI consult a solution list page 
●ThenI can see the search, filters, and result list";;;;
;;;;;;2. Search ;"●Asan anonymous user
●WhenI activate a search
●ThenI can see relevant result (ordered by relevance)";;;;
;;;;;;3. Filter ;"●Asan anonymous user
●WhenI activate filter
●ThenI can see relevant result  ordered by publication date";;;;
;;;;;;4. Mobile ;"●As an user
●When  consulting /news-events on mobile (IOS and android)
●Then I can see the correct display";;;;
;;;;;;**|;;;;;
Story;CODEE01-471;Medium;Closed;Create role hierarchy;06-07-2023;"I discussed with User 1 from CRM team and we saw that we don't have any roles defined. 
 
Based on        CODEExx-xx    we were supposed to create a new node to put Business 1 and Business at the same level since Business has a different role hierarchy. And that each user should be attached to a role, for example User 2  & User 3 should be Customer Service manager, and User 3 & User 4 should be Customer Service.
 
But User 1 told me that it's not a simple task and it requires some rework. He was planning on using public queues to manage emails.
 
Let's discuss withUser 2
 
    screenshot   screenshot   
 
       ";;;;;
Story;CODE01-237;Medium;Done;048 - Event details - View & edit;09-05-2023;"As an editor, I should be able to create / edit / remove an event detail section



As an user, I can consult this section and add to my calendar

 


  

 

Editable elements : 
● ID 1 - Title * : H1, H2(by default) or H3.
● ID 2 - Date : 
As an editor I can define a start and end date. 
    ◦ The pictogram used is defined on design and not editable in back-office. 
    ◦ Case 1 : Only a start date is defined
        ■ Date format displayed will be ""13 September 2023""
    ◦ Case 2 : Start date and end date are defined on the same month 
        ■ Date format displayed will be ""From 13 to 17 of September 2023 
    ◦ Case 3 : Start date and end date are on different months
        ■ Date format displayed will be "" From 13 of August to 13 of September 2023""
● ID 3 - Adress : 
    ◦ Non clickable item.
    ◦ Pictogram is defined on design and not editable.
    ◦ If the label is too long, we will write in in two lines, respecting the adress area

 

Non editable element 
● ID 4 - Add to calendar : 
As a editor I can define if I want to display/ hide this button. Functional expected is similar than https://www.monurl.com/ .  
    ◦ As user, when I click on add to my calendar, a pop-in is display and I can choose to add on my : 
        ■ google calendar
        ■ outlook calendar
        ■ yahoo calendar
        ■ Ical
 
 

* required 


 

Acceptance criteria 

 
  
   
    ID scenario
    Test 
   
   
    1  Edit event with only start date
    
● As an editor
● When I connect to the back office and publish an event on September, 28th 
● Then I on the front I can read the date  ""28 September 2023""
   
   
    2 Edit event with start and end date on same month
    
● As an editor
● When I connect to the back office and publish an event that start on  September, 28th and end on September 29th
● Then I on the front I can read the date  ""From 28 to 29 of september 2023""
   
   
    3 Edit event with start & end date on different month
    
● As an editor
● When I connect to the back office and publish an event that start on  September, 28th and end on September 29th
● Then I on the front I can read the date  ""From 28 of September to 2 of october  2023""
●  
   
   
    4. Consult several days event 
    
● As an user 
● When going into the website, 
● Then I can see the paragraph with title, start date & end date , address , CTA to add to calendar
   
   
    5. Consult 1 day event
    
● As an user 
● When going into the website, 
● Then I can see the paragraph with title, start date  , address , CTA to add to calendar
   
   
    6. Add to calendar
    
● As an user
● When I click on Add to my calendar
● Then I can add to yahoo, google or outlook calendar
   
  
 


 |

 
  
   
    7 Mobile
    
● As anonymous user 
● When I consult this paragraph in mobile (IOS and android)
● Then I can see the responsive version.
   
  
 
";;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Story;CODE01-258;Medium;Done;039 - Key information - View & Edit ;16-05-2023;"As an editor, I should be able to create / edit / remove a key information section



As an user, I can consult this section

 


  

 

Editable elements : 
● ID 1 - Title * :  H1, H2 (by defaut) or H3.
● Key information  : 
    ◦ ID 2 illustration *  :
        ■ editor can choose an illustration among the one published in back-office.
        ■ Expected format : .svg 
    ◦ ID 3 title*{} : text 
    ◦ ID 4 description : text 
    ◦ Editor can add 4 key information maximum.
    ◦  When we have less than 4 key info, adapt the display, so the key info will always be centered in the section (to confirm with dev)

* required 


 

Acceptance criteria 

 
  
   
    ID scenario
    Test 
   
   
    1  Editor rights
    
● As an editor
● When I connect to the back-office
● Then I can add, edit or remove this block
   
   
    2 Edit title 
    
● As an editor
● When connect to the back office 
● Then I can choose my title level (H1, H2 or H3) 
   
   
    3 Display
    
● As anonymous user 
● When going into the website, 
● Then I can see the title, and key informations.
   
   
    4 Mobile
    
● As anonymous user 
● When I consult this paragraph in mobile (IOS and android)
● Then I can see the responsive version.
   
  
 
";;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Story;CODE01-311;Medium;Done;Media - Custom title / description when added to some paragraph;07-06-2023;"As an editor, when I add a media in the following paragraphs,  I want to be able to custom its title / description. 
● FAQ
● Short video
● Media full
● Media narrow 

 ";;;;;
Story;CODE01-176;Medium;Done;025 - Related content - View & Edit;21-04-2023;"As a user I can consult related content section and click on a card to consult detailed page



As an editor I can create / edit / remove related content section. **

 




Editable elements expected  :  
● ID 0 - Layout* : 
    ◦ Background-colors : White or Grey (by default) 
● ID 1 - Title * : H2 by default. Editor can edit the title and the style (among H1 , H2 , H3) 
● ID 2 - Related content *: Editor can add as many related content among the published one  (just content not product)

 

Non editable elements :  
● 
    ◦ ID 2 - Content cards 2 cards format are available 
        ■  V1 : Content with date  
        ■ V2 : Content without date 
            ● Card of version 1 will display : 
● 
    ◦ 
        ■ 
            ● 
                ◦ Thumbnail
                ◦ Tag displaying the type of content among News, Events, Case studies, Training
                ◦  Date{} **
                ◦  * Title{*} - 3 lines max (constraint only in front office) 
            ● Card of version 2 will display : 
● 
    ◦ 
        ■ 
            ● 
                ◦ Thumbnail
                ◦ Tag displaying the type of content among News, Events, Case studies, Training
                ◦  Title  2 lines max
                ◦  Description 3 lines max

Editor can define the order of display, from the back office
● 
    ◦ id 3 - arrows: 
If there is  is 4 related content or less arrow are not displayed. 
Arrows are displayed only if it's possible to show some hidden content. 

Navigation within the related content is not an infinite loop, it has a start and a end.

 

 required element*

Optional element will not be displayed if empty


 
Acceptance criteria : 

 
  
   
    ID scenario
    Test 
   
   
    1  Display
    
● As an editor
● When I can create / edit / remove a section List of content
● Then I can define background color, and the version to display (with or without date)
   
   
    2 Order 
    
● As an editor
● When I can create / edit / remove a section List of content
● Then I can define what content will be displayed 1st, 2nd, 3rd etc... 
   
   
    3 Edit title
    
● As an editor
● When I can create / edit / remove a section List of content
● Then I can change the level of title (1, H2 or H3) 
   
   
    4  Display with date
    
● As an anonymous user
● When consulting this paragraph, 
● Then I can see the Related content paragraph with related content to the page 
● And each card is composed of title, tag, image, date & title. 
   
   
    5 Navigation
    
● As an anonymous user
● When I check the contents of the List of article paragraph
● Then I should be able to scroll to various articles through the arrow slider (left-right) and able to redirect to the article page (open in  same tab). 
   
   
    6 Mobile display
    
● As an user
● When consulting this paragraph on mobile (IOS and android)
● Then I can see the responsive version, and I can scroll horizontally among the cards
   
  
 
";;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Story;CODEE01-442;Medium;Closed;Global action to run price sync;03-07-2023;"User 1 designer 



As discussed together:

Create a global action (it can be a lightning component or global quick action) to run price sync logic manually. On the global action page, try also to check if global sync batch job (by batch job name) is in progress to forbid running a new one.

Also create a product detail page quick action to run price sync only for certain product.

When price sync is started by clicking on the button, show the message - ""Price synchronization is in progress, please wait.""";;;;;
Story;CODEE01-398;Medium;Closed;Cases: Add QAD order number on case page layout [new];22-06-2023;"Current behavior: 
 
We have the SF order number on the case page layout in internal SF
 
 
 
Expected behavior:
 
Below the SF order number please add the QAD order number since customer service uses this QAD order number all the time and that's the one they are familiar with
 
You can use a formula field
 
 screenshot   
 
         ";;;;;
Story;CODEE01-338;Medium;Closed;Update email templates with Business styling;09-06-2023;"In Figma, check the ""email template"" tab.
 
You have 2 examples.
 
Please check and let me know if we can implement everything or only parts of it.
 
https://www.monurl.com 
 
         
 screenshot   ";;;;;
Story;CODEE01-353;Medium;Closed;Registration - Update name to Enquiry [new];14-06-2023;"As a new B2B buyer,

I need to understand that the form is an enquiry form only

So that I do not think I am self registering to the eShop

 

Acceptance criteria 
● On the public homepage, change the REGISTER button to ENQUIRY
● On the registration page, change the REGISTRATION FORM title to ENQUIRY FORM
● Can we also change the URL or this is standard SF? I see it says self register";;;;;
Story;CODEE01-351;Medium;Closed;Order detail page - Add refresh button [new];14-06-2023;"As a B2B buyer,
● I want to see the latest status and information on my order detail page

So that I have the correct and up to date information
● I want to be able to Refresh all B2B orders by clicking on the Refresh button on the Order List page(10 latest orders need to be refreshed).
● I want to be able to get all new External Order by clicking on the Refresh buttom on the Order List page.(All orders that created later then the last External order in SF for this Account need to be fetched)

 

Acceptance criteria:
● Create a REFRESH button on the order detail page
● When a user clicks on this REFRESH button, we need to make a callout to QAD and force the refresh so we have the updated status and information related to this order
● Add a disclaimer next to the REFRESH button (projet manager will confirm the exact text with business but you can use this for now): Click this button to refresh your order information.";;;;;
Story;CODEE01-145;Medium;Closed;[UI/UX] Recent Orders;24-04-2023;"Updated requirenments: 

● Develop custom component for diplaying External Orders on the Order page.
● Develop Reorder functionality for the external Oders.
● Add only e-shop orders to the Recent Orders component on the home page 
 
 
================================================================
 
As a business
I want to eShop has custom style
So that I can have all platforms in one style and reduce clients confusion
 
 
 
Figma: https://www.monurl.com 
 
 
 
I'm creating this separate ticket for the recent orders component on the homepage so we can split the work of        CODEExx-xx   
 
 

● By default, the user's recent orders are shown here and if the user clicks on the very first field which is a drop down, they can select the other option which is the account's orders to have a global view of all the orders placed for this account (interesting when there are 2 or more users placing orders for 1 account)
● If the user selects the account's orders in the drop down, the component will update dynamically (the user won't have to click on ""apply"") 
● When clicking on start date and end date, a calendar should appear allowing the user to select their dates there and the user has to click on ""apply"" for the dates entered in the calendar to be taken into consideration => Unless you think it should also update automatically, but this can make it confusing since there are 2 date fields
● Clicking on ""reorder"" will automatically add all the products and quantities of that order in the cart
● Clicking on ""view detail"" will take the user to the order detail page where they can see all the information related to this order: products, quantities, prices, promotions, shipping address, billing address, creation date, status...
● Do you recommend to have the pagination at the bottom of this component when there are more than 5 recents orders or a ""see all orders"" button and when the user clicks on it they are redirected to the order history page? => Comment from Denis: I don't know whether we need to create Orders page according to initial requirements. If yes, then ""see all orders"" is easier, otherwise if Orders page is not in initial requirements then apart from Recent Orders component we will need to create ""Orders"" page. So I would say that both options are almost equal 
 
 screenshot   
       ";;;;;
Story;CODEE01-82;Medium;Closed;[UI/UX] User Profile;27-03-2023;"Apply the SF standard and UI styles.

Send to projet manager a list of the fields that are visible on the profile page so she can confirm which ones to show.

 

As a business 
I want to eShop has custom style 
So that I can have all platforms in one style and reduce clients confusion";;;;;
Story;CODEE01-231;Medium;Closed;Registration process - Trigger email to CS;18-05-2023;"In the original ticket:

https://monurljira.com/browse/CODEExx-xx



There is request to send email to the customer service.

To do so, we will need both Template and Email address to complete this ticket.

For testing, can we please put user1 or [exemple@email.com] email, we can change it to the real email when our costumer service is testing during UAT phase and on PROD.

 

Hello,

A new customer has registered on the Salesforce eShop, please review:
● Company Name: [value entered in the registration form]
● Company registration number: [value entered in the registration form if filled in as it's optional]
● First name: [value entered in the registration form]
● Last name: [value entered in the registration form]
● Phone: [value entered in the registration form]
● Email: [value entered in the registration form]
● Street: [value entered in the registration form]
● City: [value entered in the registration form]
● State/Province: [value entered in the registration form if filled in as it's optional]
● Zip/Postal Code: [value entered in the registration form]
● Country: [value entered in the registration form]

This email was automatically generated, please do not reply.

Salesforce eShop";;;;;
Story;CODEE01-283;Medium;Closed;Descripion field update to Rich Field;02-06-2023;"In the Product Description Page we currently have the Product Description field displayed that is a text field.

That field is used to input description of the product. 

 

What business team would like to have is an option to highlights some information in the description i.e. bullet points, color change, font change or change forUser 2ing etc. 

Please note that editing that field as an user should be easy enough to be done by less tech savvy user. 

 
Design note that User 1  mentioned:
""Text field is a standard field and this type cannot be change, but we can create new field 
and adjust our component to show custom field that will be rich text one""

Based on that comment, the new custom rich text area field to hold the product description needs to be created, and the PDP should be updated to respect that change.

 
AS: User
I WANT: to be able to pass the custom markup and styling to the product description field displayed on the PDP
SO WHAT: It increase visibility and highlight options";;;;;
Story;CODEE01-243;Medium;Closed;Contact support page: Add case history component;20-05-2023;"As a customer,

I want to easily access my case history

So that I can review all the cases I created, see the details, and check their status

 

Expected result:

On the contact support page, we need to add the case history so all contact with customer service is grouped in one place: case creation, case history, email and phone number in case of urgent issues

I see a new tab has been created called my requests and this is fine, I'm just creating the ticket so we have a trace

The real email and phone number we have to put is being implemented in 
  
   CODEExx-xxx
  ";;;;;
Story;CODEE01-183;Medium;Closed;Product Detail Page: Update Bullet Points;12-05-2023;"
 
 
 
Regarding the bullet points on the product detail page (see screenshot):
 
 
 
2 bullet points only so it's not duplicate information:

● Sold as: [take the value from column D ""Description 2"" in the product file]
● Minimum quantity: [take the value from column W ""carton quantity increments"" in the product file] 
 
 
Example for product name 1KG (line 10 in the product file):

● Sold as: Carton of 6
● Minimum quantity: 6 
 
 
Example for product (line 9 in the product file):

● Sold as: Single 
● Minimum quantity: 1 
 
 
Product file: excel_file_name.xlsx
 
 
 
2 questions:

● Can you please confirm this is feasible? Then I will ask the UX/UI team to update the Figma.
● Imagine I'm on the product page of product name and it's available in 1L and 2L. 1L has minimum quantity of 12 and 2L has minimum quantity of 6. Bullet points with information will dynamically update based on size selected, right? 
 
 
     screenshot   ";;;;;
Story;CODE01-128;Medium;Done;Solution page - Add a summary section as we have on product page;13-04-2023;"Hello, 
 
As an editor, when I add a solution in related content on product page, I canno't see the description. 
 
what we have : 
 
    screenshot    
 
what we expect : 
 
   screenshot    
 
Please add same summary section in solution that we have on product page. Thanks. ";;;;;
;;;;;;Actual solution page;Actual product page ;;;;
;;;;;;screenshot   ;screenshot   ;;;;
Story;CODEE01-230;Medium;Closed;Salesforce License - additional development;18-05-2023;"Based on SF B2B cost calculation process, orders that are done outside the system should not be imported together with the rest of the orders. To do this, the custom object will have to be created to store that information and divide it from system sales.

 

Task description - solution

Create Custom Object named External Orders / QAD Orders

Sync all orders that were created directly in AQD into that custom object.

Develop a custom component for the users that will get all standard object orders (B2B) and custom object orders (External)  and show them together as a single list. 

 

 

 

 ";;;;;
Story;CODE01-261;Medium;Done;041 -Sustainability targets - View & Edit ;16-05-2023;"As an editor, I should be able to create / edit / remove a history slider

screenshot   

As an user, I can consult this section 

 screenshot   


  

Editable elements : 

Editor can add 3 black blocks. If ther is less than 3, blocks are still aligned left. 
● ID 1 - Tag * :
    ◦ Text is defined manually by editors 
    ◦ Background color can be define among black and red (if red version, font color is white) 
● ID 2 - Description *  : WYSIWYG
    ◦ Divider line (ellements to add into the WYSIWYG)

 

 

* required 


 

Acceptance criteria 

 
  
   
    ID scenario
    Test 
   
   
    1  Editor rights
    
● As an editor
● When I create/edit an editorial page
● Then I can add a Sustainability targets paragraph
   
   
    2 Tag background color edit 
    
● As an editor
● When I create/edit an editorial page
● Then I can choose the background-color of the tags
   
   
    3 Display
    
● As an user
● When consulting the sustainability page
● Then I can see the sustainability paragraph as designed on Figma
   
   
    4 Mobile
    
● As anonymous user 
● When I consult this paragraph in mobile (IOS and android)
● Then I can see the responsive version.
   
  
 
";;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
